sample_id,label,n_qubits,n_gates,circuit_depth,transpiled_depth,transpiled_gates,n_rotation_gates,n_cnot_gates,n_hadamard_gates,total_rotation_angle,max_rotation_angle,mean_rotation_angle,feature_variance,feature_std,feature_norm_l1,feature_norm_l2,fidelity_with_reference,entanglement_measure,amplitude_variance,phase_variance,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5
360,bad,6,1,1,1,1,0,0,0,17.510850642653857,7.685073074815395,2.9184751071089763,10.273192778052563,3.2051821754859056,17.510850642653857,9.589042644616272,0.02246849393019125,0.9760762554544756,0.0022144650694403377,3.532415525071114,0.832869426116284,0.10390591737190001,1.9395630337539331,-2.0125866566448884,4.9368525339514555,7.685073074815395
361,good,6,1,1,1,1,0,0,0,2.3888488752913966,0.5388110972996472,0.39814147921523274,0.1630441206358619,0.40378722198190214,2.3888488752913966,1.0298778542508995,0.030714031352189017,0.9684187858852077,0.003519168411050846,3.4777933401608445,0.34601834272383397,-0.5388110972996472,-0.515580046947248,0.4968730149821544,-0.33818982895125527,-0.15337654438725806
362,good,6,1,1,1,1,0,0,0,2.8267360041696272,1.1145349074535162,0.4711226673616045,0.2514695309981747,0.5014673778005652,2.8267360041696272,1.4383297814636429,0.030874318067291216,0.9691052830475313,0.003413833531114739,2.5581013088866627,-1.1145349074535162,-0.5388110972996472,-0.515580046947248,0.4968730149821544,-0.007560393099803307,-0.15337654438725806
363,good,6,1,1,1,1,0,0,0,3.4849239571081596,1.2030532862521435,0.5808206595180266,0.3780913059480759,0.6148912960418905,3.4849239571081596,1.6148236596206826,0.02358277749740878,0.9579862179755351,0.003960285322650107,2.806352311133078,-1.2030532862521435,0.5323839271529315,-0.515580046947248,0.4968730149821544,-0.5836571373864241,-0.15337654438725806
364,good,6,1,1,1,1,0,0,0,4.915284433728208,1.9395630337539331,0.8192140722880347,0.9870515679860102,0.9935046894635224,4.915284433728208,2.433641142190136,0.06499518897550942,0.9706112282552471,0.0031675770082245343,3.751835140893013,-0.9374981498562617,-0.5388110972996472,1.9395630337539331,0.4968730149821544,-0.8491625934489537,-0.15337654438725806
365,bad,6,1,1,1,1,0,0,0,15.849108604254582,4.94780290733556,2.641518100709097,8.112930902205546,2.8483207161774367,15.849108604254582,7.597487511476235,0.001525004079578466,0.9621736441334058,0.004594302332024328,3.191821957616906,-1.6899043696445937,-0.5388110972996472,1.9395630337539331,-2.0125866566448884,4.72044053957596,4.94780290733556
366,bad,6,1,1,1,1,0,0,0,13.820035113093365,4.922521878178397,2.303339185515561,5.939105925091646,2.4370280927990233,13.820035113093365,6.949797114998413,0.0141269095787125,0.9679689416487229,0.003609757840401215,3.041233503183514,0.43453672152246126,-0.5388110972996472,1.9395630337539331,-2.0125866566448884,3.972015725694037,4.922521878178397
367,good,6,1,1,1,1,0,0,0,7.732533860919961,2.0125866566448884,1.2887556434866603,2.088335281449274,1.4451073598349964,7.732533860919961,3.6042335949352946,0.00666620028265011,0.9648903043295245,0.003924901132876777,2.919889923996072,0.832869426116284,1.9249374589412838,1.9395630337539331,-2.0125866566448884,-0.8692007410763144,-0.15337654438725806
368,good,6,1,1,1,1,0,0,0,4.086400353106991,1.9249374589412838,0.6810667255178319,0.617124571833248,0.7855727667334503,4.086400353106991,2.2275048190018616,0.010096542583078918,0.9710977430479573,0.003430228502443643,2.5817410726323087,0.832869426116284,1.9249374589412838,-0.515580046947248,0.4968730149821544,0.16276386173276286,-0.15337654438725806
369,good,6,1,1,1,1,0,0,0,5.802495471043332,2.0125866566448884,0.967082578507222,1.4731003994604832,1.2137134750263272,5.802495471043332,2.9783858779536456,0.04011666167399962,0.9713756248812289,0.003431290383811153,1.8291669496234144,0.832869426116284,1.9249374589412838,-0.515580046947248,-2.0125866566448884,0.3631453380063701,-0.15337654438725806
370,good,6,1,1,1,1,0,0,0,2.8405410248568796,0.832869426116284,0.47342350414281326,0.263656929730179,0.5134753448123668,2.8405410248568796,1.269663949684366,0.08230962288357829,0.9656116128685818,0.003994783186561728,3.388290429679131,0.832869426116284,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.30303089512428794,-0.15337654438725806
371,good,6,1,1,1,1,0,0,0,4.031387622610835,1.9249374589412838,0.6718979371018059,0.653917488592506,0.8086516484819072,4.031387622610835,2.2241618534344845,0.002843899414144897,0.9665578199027396,0.003767663281819546,3.391598241610769,0.832869426116284,1.9249374589412838,-0.515580046947248,0.4968730149821544,-0.10775113123660693,-0.15337654438725806
372,good,6,1,1,1,1,0,0,0,5.738040979196284,2.0125866566448884,0.9563401631993806,1.1088527722350487,1.0530207843319375,5.738040979196284,2.8288116898477877,0.008182945788907195,0.9747297808991212,0.002854189140088392,2.6246834003893533,0.832869426116284,-1.610006121752226,-0.515580046947248,-2.0125866566448884,0.6136221833483791,-0.15337654438725806
373,good,6,1,1,1,1,0,0,0,2.120092241239242,0.832869426116284,0.353348706873207,0.18983938692844446,0.43570561957409326,2.120092241239242,1.1140034417279128,0.014880128075900756,0.9730769591978627,0.0027586010301616634,2.951676325033085,0.832869426116284,0.10390591737190001,-0.515580046947248,0.4968730149821544,0.017487291434397596,-0.15337654438725806
374,good,6,1,1,1,1,0,0,0,4.372568045076171,1.9395630337539331,0.7287613408460284,0.4268813744508271,0.6533615954820325,4.372568045076171,2.3057385201245175,0.003748103593529739,0.9716580607803258,0.003110714006958935,2.632854458873515,0.832869426116284,0.2110254198171579,1.9395630337539331,0.4968730149821544,0.7388606060193836,-0.15337654438725806
375,good,6,1,1,1,1,0,0,0,4.6202933075283035,1.9395630337539331,0.7700488845880505,0.8061657879593102,0.8978673554369321,4.6202933075283035,2.3345917181533244,0.018822930386510478,0.9662867695684245,0.0036771367679173522,2.6199587843455667,0.832869426116284,-0.5388110972996472,1.9395630337539331,0.4968730149821544,-0.6588001909890269,-0.15337654438725806
376,good,6,1,1,1,1,0,0,0,4.374825999093134,1.9395630337539331,0.7291376665155224,0.7344695530901633,0.8570119912172544,4.374825999093134,2.27753043242526,0.013832849581423627,0.9662416186453763,0.0037872946439291067,2.8326946133910433,0.832869426116284,-0.5388110972996472,1.9395630337539331,0.4968730149821544,-0.41333288255385797,-0.15337654438725806
377,good,6,1,1,1,1,0,0,0,2.0931443419753877,0.5388110972996472,0.3488573903292313,0.15176465213910573,0.38956982960581754,2.0931443419753877,0.9632811511223022,0.024358909421972958,0.9714600324161564,0.003250012551657219,2.555996255169939,0.0804632063279521,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.3080404320311281,-0.15337654438725806
378,good,6,1,1,1,1,0,0,0,3.8396381431136484,1.8669411272418481,0.6399396905189414,0.5056700633247472,0.7111048188029295,3.8396381431136484,2.09376949540681,0.10255082154639727,0.9510851791391867,0.004634927801776505,3.0255943584259164,-1.8669411272418481,-0.5388110972996472,-0.515580046947248,0.4968730149821544,-0.2680563122554927,-0.15337654438725806
379,good,6,1,1,1,1,0,0,0,4.167471761857768,1.9249374589412838,0.6945786269762947,0.6833732582166139,0.8266639330566042,4.167471761857768,2.224077041449121,0.001866111173105954,0.9732144332818956,0.0025190796147331364,2.965391603469919,0.7886102367169704,1.9249374589412838,-0.515580046947248,0.4968730149821544,-0.2880944598828534,-0.15337654438725806
380,good,6,1,1,1,1,0,0,0,5.9358472582493595,2.0125866566448884,0.9893078763748933,0.8213215755430521,0.9062679380531191,5.9358472582493595,2.822569825492517,0.04977195310841847,0.9644460809621695,0.003606870664076667,2.7794757524430804,0.832869426116284,-1.1815281119711945,-0.515580046947248,-2.0125866566448884,-1.2399064721824877,-0.15337654438725806
381,good,6,1,1,1,1,0,0,0,3.370203423249377,1.247312475651457,0.5617005705415629,0.36033741237234146,0.6002811111240645,3.370203423249377,1.5991463407941922,0.00021172300681372374,0.9592096126137848,0.004080339624440871,3.265727776292647,-1.247312475651457,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.4182502439816121,-0.15337654438725806
382,good,6,1,1,1,1,0,0,0,3.251323051217774,0.832869426116284,0.5418871752029624,0.31888736710330756,0.5647011307792004,3.251323051217774,1.4246921452045311,0.012952955925653892,0.9673075184487507,0.004211547937826977,3.2706627665091172,0.832869426116284,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.7138129214851827,-0.15337654438725806
383,good,6,1,1,1,1,0,0,0,2.5600991335529155,0.832869426116284,0.4266831889254859,0.2531804717193809,0.503170420155419,2.5600991335529155,1.2331784480852201,0.03528648542044074,0.9628850264294186,0.004313143224223758,3.482827143493769,0.832869426116284,-0.5388110972996472,-0.515580046947248,0.4968730149821544,-0.02258900382032385,-0.15337654438725806
384,good,6,1,1,1,1,0,0,0,5.262652631345646,1.9395630337539331,0.877108771890941,1.2019784090404688,1.0963477591715454,5.262652631345646,2.6961632136837594,0.036925029601632534,0.9639678680589437,0.003362955925096285,2.848816879798644,-1.6456451802452798,-0.5388110972996472,1.9395630337539331,0.4968730149821544,0.4883837606773746,-0.15337654438725806
385,good,6,1,1,1,1,0,0,0,2.9006554677389618,0.832869426116284,0.48344257795649365,0.268811629091277,0.5184704707997139,2.9006554677389618,1.285337838174866,0.053076931113854926,0.9639377524674917,0.00413122094703473,3.2903455395626318,0.832869426116284,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.3631453380063701,-0.15337654438725806
386,good,6,1,1,1,1,0,0,0,2.1351786945465396,0.5388110972996472,0.3558631157577566,0.13340177761304,0.3652420808354919,2.1351786945465396,0.9696816735073756,0.03925151403648681,0.9634886412349859,0.003782430817756364,2.5138024504102034,-0.3178694982658707,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.11266849266436103,-0.15337654438725806
387,good,6,1,1,1,1,0,0,0,2.865886295995396,0.6276838240610662,0.47764771599923267,0.15351182584751594,0.39180585223745185,2.865886295995396,1.2268750891462372,0.04275904665530971,0.9533253055046886,0.0044064397937495225,2.6622274178255,-0.6276838240610662,-0.5388110972996472,-0.515580046947248,0.4968730149821544,-0.5335617683180223,-0.15337654438725806
388,good,6,1,1,1,1,0,0,0,5.5658632854505665,2.0125866566448884,0.9276438809084278,1.401715182455123,1.1839405316379379,5.5658632854505665,2.966194115414408,0.00015557054801839984,0.9712924087998821,0.0030851685014193974,2.995351353383797,0.0804632063279521,-0.6459305997449051,1.9395630337539331,-2.0125866566448884,-0.7339432445916295,-0.15337654438725806
389,good,6,1,1,1,1,0,0,0,3.597230428089208,0.8537424344887051,0.5995384046815346,0.40537758558686154,0.6366926932098887,3.597230428089208,1.5841746040163176,0.004850481746752644,0.9688696987025998,0.0031616823851577987,3.146851661249336,0.7886102367169704,0.8537424344887051,-0.515580046947248,0.4968730149821544,-0.7890481505668715,-0.15337654438725806
390,good,6,1,1,1,1,0,0,0,5.008990755004841,2.0125866566448884,0.8348317925008067,0.8828411405027047,0.939596264627901,5.008990755004841,2.5549036465340333,0.011555691708809443,0.9635098362347639,0.004251882992697265,2.5117022991694857,0.832869426116284,-1.1815281119711945,-0.515580046947248,-2.0125866566448884,0.31304996893796827,-0.15337654438725806
391,good,6,1,1,1,1,0,0,0,2.866605415837515,0.832869426116284,0.47776756930625247,0.304065749211421,0.5514215712242503,2.866605415837515,1.350701512147692,0.011460058760186928,0.9644759969754393,0.0041118371421192575,2.9159903905310403,0.832869426116284,0.10390591737190001,-0.515580046947248,0.4968730149821544,-0.7640004660326707,-0.15337654438725806
392,good,6,1,1,1,1,0,0,0,2.2184324449797446,0.5388110972996472,0.36973874082995745,0.16132483665144157,0.40165263182436833,2.2184324449797446,0.9871291443177234,0.00884141805935384,0.968376007601159,0.0035420677804796886,4.226091188720635,0.34601834272383397,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.16777339863960303,-0.15337654438725806
393,good,6,1,1,1,1,0,0,0,7.0019689998985735,1.9395630337539331,1.1669948333164288,1.7228899636758828,1.3125890307616785,7.0019689998985735,3.291026072792725,0.00814209867850801,0.9566090366819764,0.0040220393391821735,3.0013367238303275,-1.247312475651457,1.9249374589412838,1.9395630337539331,0.4968730149821544,-1.2399064721824877,-0.15337654438725806
394,good,6,1,1,1,1,0,0,0,3.527251713552623,1.6899043696445937,0.5878752855921038,0.4737602189326136,0.6883024182237149,3.527251713552623,1.9235215547766595,0.01499437286243723,0.9647559957853148,0.0037574160508054228,2.9833297947248045,-1.6899043696445937,-0.5388110972996472,-0.515580046947248,0.4968730149821544,0.13270664029172177,-0.15337654438725806
395,good,6,1,1,1,1,0,0,0,4.52470999228883,1.9249374589412838,0.7541183320481384,0.596277974426404,0.7721903744714796,4.52470999228883,2.295709076558323,0.024842117818599574,0.968206471348608,0.0034914546140044,2.830039526565256,0.700091857918343,1.9249374589412838,-0.515580046947248,0.4968730149821544,0.7338510691125435,-0.15337654438725806
396,good,6,1,1,1,1,0,0,0,6.901124767392641,2.0125866566448884,1.1501874612321068,1.801163709373669,1.34207440530459,6.901124767392641,3.3937990248642858,0.011051202645296606,0.9710817872173881,0.0029902324320876103,3.2254147035202294,-1.778422748443221,-0.5388110972996472,1.9395630337539331,-2.0125866566448884,0.47836468686369427,-0.15337654438725806
